id,qid1,qid2,sentence1,sentence2,is_duplicate
1613,3212,3213,"Three individuals are posing on skis behind a """"no skiing"""" sign.",Three people on skis are standing behind a no skiing sign.,1
1614,3214,3215,A man in a white suit walks down the street holding a newspaper.,A man in a white suit walks outside carrying a newspaper.,1
1615,3216,3217,A black dog with a blue collar is running in the snow.,A black dog wearing a blue collar is running through the snow.,1
1616,3218,3219,A dog is running toward the camera.,A brown and white dog running on grass.,0
1617,3220,3221,a boy swinging on a swing.,The girl is on a swing.,0
1618,3222,3223,"A group of youngsters swim in lake water	Many children are playing and swimming in the water.","A group of youngsters swim in lake water	Many children are playing and sw",1
1619,3224,3225,A blue and white soccer team playing against each other.,A topless woman with her face painted is covered in mud.,0
1620,3226,3227,A brown dog about to catch a green Frisbee.,A brown dog waits for the Frisbee to come down before catching it.,1
1621,3228,3229,A black and white dog is swimming in a large green lake.,A black dog runs fast into shallow water.,0
1622,3230,3231,Two large black dogs are playing in a grassy field.,Two white dogs are running together.,0
1623,3232,3233,The brown and black dog sprints across the snow.,A black dog is running quickly along the ground.,0
1624,3234,3235,The man in the backpack looks to his left.,An adult male wearing a backpack walks and looks to the left.,1
1625,3236,3237,An elderly man in a blue shirt is holding up a piece of canvas art.,A black man is walking next to a building in a big city.,0
1626,3238,3239,Two skinny young boys playing with sand in the water.,Two dogs are shaking water off.,0
1627,3240,3241,A small dog runs through an obstacle course.,A small dog jumping over an obstacle.,1
1628,3242,3243,A brown dog running through the woods.,A brown dog runs through the grass.,0
1629,3244,3245,A group of people are standing by a window watching something.,A group of people stand and wait to see something.,1
1630,3246,3247,A dog is jumping over a barrier at a agility competition.,A dog jumping over an obstacle course fence.,0
1631,3248,3249,Three people racing on ice skates.,Three ice skaters round a corner.,0
1632,3250,3251,Two women contestants are walking their dogs in a dog show.,Two women walk there dogs at a dog show.,1
1633,3252,3253,"Two men on the side of a barge	A man is lying the grass with long hair and beard.","Two men on the side of a barge	A man is lying the grass with long hair an",1
1634,3254,3255,A brown dog in running on grass.,A brown dog runs through the grass.,1
1635,3256,3257,A person is riding their bike on a trail next to the woods.,"A small child in a yellow shirt is holding their arms out to thesides.""",0
1636,3258,3259,A woman in a black dress smiles in front of a silver truck.,A girl wearing a black top is smiling with a silver truck in thebackgroun,0
1637,3260,3261,A dog is on the beach near a ball.,A guy is going up for a lay-up on a basketball court.,0
1638,3262,131,A dog bounds across the brown grass.,Two dogs bound across the grass.,0
1639,3263,3264,"a woman playing with two young boys at a park	A woman and three kids play at a park.","a woman playing with two young boys at a park	A woman and three kids play",1
1640,3265,3266,A dog emerges form the water with a stick in its mouth.,A dog runs toward the camera with a stick in its mouth.,1
1641,3267,3268,Three dogs playing in the snow.,The boy is playing in the sand.,0
1642,3269,3270,A dog carries a leash in its mouth.,A fluffy dog carries a black leash in its mouth.,1
1643,3271,3272,A man in jeans is playing with a ball while a woman in jeans stands nearby looking away.,"A man is tying a red arm bandaround another mans arm in the street.""",0
1644,3273,3274,A skier is falling into the snow.,A skier is falling face first into the snow.,1
1645,3275,3276,A dog with a red toy in it's mouth.,A brown dog is carrying a stick in its mouth.,0
1646,3277,3278,Two hockey players fighting on the ice.,Two hockey players in a struggle on the ice.,1
1647,3279,3280,Two terriers play on the wood floor of their home.,Two puppies play with a red chew toy in a field.,0
1648,3281,3282,Two dogs running through a field.,Two dogs play in a field.,1
1649,3283,3284,"A man in a gray suit locking up a bicycle	A man and a woman standing on a city street.",A man in a gray suit locking up a bicycle.,1
1650,3285,3286,A man in a black leather jacket is sleeping in a subway car.,"A man in a black leather jacket falls asleep on publictransportation.""",0
1651,3287,3288,A dog leaping over a hurdle.,A dog leaps over the hurdle.,1
1652,3289,3290,"Two men are setting up some electronic equpitment	Two dogs are wrestling on the ground in the snow.",Two men are setting up some electronic equpitmet.,1
1653,3291,3292,A black dog is walking on the grass with a stick in it's mouth.,A boy holds a net with a snake in it close to the ground.,0
1654,3293,3294,A girl runs with dogs in a dry field.,A grey dog and a tan dog playing on a grassy field.,0
1655,3295,3296,Two dogs playing in the snow.,Two black dogs in the snow.,1
1656,3297,3298,A dog leaps off a dock and into the water.,The black dog leaps off the dock and into the water.,1
1657,3299,3300,"a group of old men walking down the street	A couple walking down the street.","a group of old men walking down the street	A couple walking down the stret.",1
1658,3301,3302,Three dogs standing in snow next to a blue fence.,Three dogs play in the shallows next to a rocky shore.,0
1659,3303,3304,A black and white dog is running through the field.,A black and white dog is running in the grass.,1
1660,3305,3306,A boy in black waves his arms while other people are behind him on a field.,"a man in a black shirt is roller blading past abench in the city.""",0
1661,3307,3308,An elderly woman rides a bicycle along a city street.,An elderly woman walking uphill crossing the street.,0
1662,3309,3310,A young boy is punching a yellow ball.,A small dog jumps over a yellow beam.,0
1663,3311,3312,A group of young ballerinas are in a dance studio.,A group of young ladies in bikinis.,0
1664,3313,3314,A young boy in a white dress shirt is playing on a grassy plain.,A woman is getting her hair done at a salon.,0
1665,3315,3316,A man and a dog are playing tug of war.,A man dances on a colorful wall.,0
1666,3317,3318,A wet child shivers under a towel at a pool.,A wet child is shivering in a towel in front of a pool.,1
1667,3319,3320,A white dog runs on a beach.,The white dog is running along the beach.,1
1668,3321,3322,Six dogs running on the sandy beach.,Six dogs walking beside the beach.,1
1669,3323,3324,A man holds on to a handle in the water.,A man is holding onto handles in the air.,1
1670,3325,3326,A white dog walking in the snow.,A black and tan dog walking through the snow.,0
1671,3327,3328,The white and brown dog runs across the grass.,Three dogs are running on the grass.,0
1672,3329,3330,A boy goes down an inflatable slide.,A boy in red slides down an inflatable ride.,1
1673,3331,3332,Two dogs playing with a ball in a puddle.,Two dogs stand in a puddle,1
1674,3333,3334,Three dogs are playing in the water.,Three dogs run in the snow.,0
1675,3335,3336,Two dogs playing in the snow.,Two kids playing with a dog.,0
1676,3337,3338,A girl does a back bend on the beach.,A girl doing a back bend at the beach.,1
1677,3339,3340,The two dogs are playing fetch in the snow.,Two dogs are playing together in the grass.,0
1678,3341,3342,Two surfers on riding a small wave.,Two surfers perform tricks in the waves.,0
1679,3343,3344,Two people walking on the beach at sunset.,Two people walking along the shore at sunset.,1
1680,3345,3346,"two puppies playing around in the grass	Two dogs are wrestling in the grass.","two puppies playing around in the grass	Two dogs are wrestling in the gss.",1
1681,3347,3348,A young girl is sitting on Santa's lap.,A little girl is sitting on Santa's lap,1
1682,3349,3350,A black and white dog runs with its mouth open.,A black and white dog swims in blue water.,0
1683,3351,3352,A young boy jumping in the air at the beach.,A boy jumping in the air on the beach.,1
1684,3353,3354,Five men in tuxedos are walking down steps.,Five men in tuxedos walk down a set of steps,1
1685,3355,3356,Man in red shorts and white shirt kicking a soccer ball.,A black dog stands in the surf holding a red rubber ball.,0
1686,3357,3358,A man and dog on a rocky seashore.,Man and dog standing on rocks next to water,0
1687,3359,3360,Brown dog splashing into the water.,Four dogs splashing in the water,0
1688,3361,3362,The smiling woman at the beach is buried in seaweed.,A girl in a cowboy hat with a sheep on a leash.,0
1689,3363,3364,A dog with big ears is holding a small stick in it's mouth.,A puppy with big ears chewing on a stick.,0
1690,3365,3366,The large brown dog is jumping through the tall grass.,The girl wearing a blue shirt is running through a science center.,0
1691,3367,3368,Two dogs fighting in the snow.,Two dogs playing in the snow.,1
1692,3369,3370,A brown dog is in the middle of a line of dogs chasing a dirty tennis ball over dirt.,"There are two white dogs and one browndog chasing a ball.""",0
1693,3371,3372,A grey hound is active in a grassy field.,A bunch of bikes racing on a track.,0
1694,3373,3374,Two people are racing a sidecar motorcycle in the mud.,The dog carrying a long stick in its mouth.,0
1695,3375,3376,The man is sitting at the top of a rocky mountain.,A person sticks their head out of a tent at the top of a mountain.,1
1696,3377,3378,A man standing on a boat is pulling another boat close by with a bamboo stick.,"a man in a black hat standing in front of abrick wall and a sign""",0
1697,3379,3380,a man plays his white guitar.,a man playing a white guitar and singing as well,1
1698,3381,3382,A person is skijoring with a dog in the mountains.,A brown dog is playing with a ball in the water.,0
1699,3383,3384,Two shirtless young people playing in the water.,Lots of people play in the water at the beach.,0
1700,3385,3386,Close-up of a hummingbird.,A closeup of a hummingbird flying.,1
1701,3387,3388,Woman in a black dress walking on the street.,A woman watches a dog jump down the stairs.,0
1702,3389,3390,A man and a woman looking at the camera.,A man and a woman laughing.,0
1703,3391,3392,"a brown dog running through the dirty muddy grass	The large brown dog is running outside in the dirt.",a brown dog running through the dirty muddy grass.,0
1704,3393,3394,Three dogs pulling a man on a bicycle through the snow.,The dogs are pulling a man on a type of bike,0
1705,3395,3396,A baby in a red hat sitting in a stroller is holding a doll.,A man in a gray shirt sitting in a field of flowers.,0
1706,3397,3398,Three children playing with hay outdoors,Three children playing with hay outdoors,1
1707,3399,3400,A climber is standing on the rock face next to the pink rope.,"The children are running in the snow with fences in thebackground.""",0
1708,3401,3402,A black dog wearing an orange collar is entangled with fishing wire.,The black dog wearing a red collar shakes water off.,0
1709,3403,3404,Two dogs are playing around in the dirt.,A dancer posing for the camera in a red and white dress.,0
1710,3405,3406,A golden dog is running on the grass.,The large beige dog is running through the grass.,0
1711,3407,3408,A dog runs through the grass.,a dog runs across the grass.,1
1712,3409,3410,a man in red shorts is walking along rocks by a river carrying a stick.,"A man is walking on rocks with water flowing aroundthem.""",0
1713,3411,3412,Man rowing a boat.,a man doing a trick on skateboard,0
1714,3413,3414,Three dogs running on a racetrack.,Three dogs round a bend at a racetrack.,1
1715,3415,3416,A black and brown dog walks through the snow near a building.,An older man stands outside a old boarded up building.,0
1716,3417,3418,A dog is jumping into a swimming pool after a duck.,A dog jumping into a swimming pool.,1
1717,3419,3420,"A dog running through a forest in the winter time	A dog running through a lot of twigs.","A dog running through a forest in the winter time	A dog running through lot of wings.",1
1718,3421,3422,The girl is playing along with the images on the big screen.,Three girls holding umbrellas with their backs to the camera.,0
1719,3423,3424,Many people run in a race on a street.,A puppy running along a street.,0
1720,3425,3426,A man in swimming trunks is standing against some rocks.,A man in a gray shirt climbs a large rock wall.,9
1721,3427,3428,Two white dogs walking in the snow.,A tan dog with a black collar barking in the snow.,0
1722,3429,3430,A woman wearing a pink shirt jumps in the air with her arms and legs spread out to the side.,A man wearing suspenders andsunglasses leaps up in the air with his arms and legs spread out to the side.,1
1723,3431,3432,A dog runs through the grass.,Two dogs run through the brush.,1
1724,3433,3434,"A dog running across the sand	A dog running through the water.","A dog running across the sand	A dog running through the water.",1
1725,3435,3436,A woman is attempting to ride a small wave.,A man and woman sitting back to back outside in the sun.,0
1726,3437,3438,The black and white dog is swimming in the river.,A black man and his dog on the beach.,0
1727,3439,3440,Man standing on top of jagged rocks near the ocean.,A man is standing on top of rocks overlooking the ocean.,1
1728,3441,3442,A girl in a black and blue wet suit is surfing.,A woman wearing a black and blue striped suit is surfing on a wave.,1
1729,3443,3444,The woman is leading a dog through an obstacle course.,Woman leading her small dog through an obstacle course.,1
1730,3445,3446,Two dogs on the beach.,A dog walks on the beach.,0
1731,3447,3448,A young boy is standing on a gray tiled area.,A young boy is practicing his karate in a gym.,0
1732,3449,3450,The dog is running with food in his mouth.,The dog is running with a yellow ball in his mouth.,0
1733,3451,3452,Two dogs running down a beach.,two dogs running on the beach,1
1734,3453,3454,"A black and white dog swimming in the pool	A black and white dog running with something in his mouth.",A black and white dog swimming in the pool.,1
1735,3455,3456,A dog has it's head inside a red and green gift bag.,A pet playfully investigates the contents of a gift bag.,0
1736,3457,3458,A yellow shirted man wearing a golden sun mask.,A man in a yellow shirt wears a gold,1
1737,3459,3460,A man is scalling a sheer rock face with a rope support.,A young man is doing a ski jump with a purple board.,0
1738,3461,3462,A child with his hands on his head.,A little boy stands with his hands on top of his head,1
1739,3463,3464,A man wearing a orange vest is canoeing in the blue water.,"A man in an orange jacket raising his hands to the sky in thesand.""",0
1740,3465,3466,An old man in a black trench coat standing in a marketplace.,The baby is wearing a red shirt and walking in a plaza.,0
1741,3467,3468,A man climbing a cliff face.,A man climbs a sheer cliff face.,1
1742,3469,3470,Two girls are in pajama pants and appear to be dancing.,Two girls with baseball caps are eating a snack outside.,0
1743,3471,3472,A white and brown dog playing with a black toy.,A white and brown dog is playing tug-o-war.,1
1744,3473,3474,A boy plays baseball.,A man is playing baseball.,1
1745,3475,3476,A boy wearing a red shirt runs across the grass with a furry dog.,A sports fan is wearing face paint in the stands.,0
1746,3477,3478,A black dog retrieves in the snow.,A skateboarder jumping in the street.,0
1747,3479,3480,A smiling man and a baby girl posing for photo.,A smiling man holds a small child wearing pink and red.,0
1748,3481,3482,A dog jumping for a Frisbee in the snow.,A dog is jumping in the snow.,0
1749,3483,3484,A brown and white dog with a pink collar is barking at a brown dog with a blue collar in the snow.,The dog with the redcollar is bearing it's teeth at the dog with the blue collar.,1
1750,3485,3486,Two brown dogs are biting each other.,Two brown dogs biting each other on sand.,1
1751,2574,3487,A skateboarder attempts a trick on the side of a low wall.,A boy does skateboard tricks on a railing.,0
1752,3488,3489,A young girl doing a back flip in the water.,a young girl wearing purple running through water,0
1753,3490,3491,A snowboarder rides a snowboard down a railing beside a flight of steps.,"A boy is grinding a skateboard down a concretewall.""",0
1754,3492,3493,A woman with two men in hats socializing outside.,A young woman with a knit cap stands against the wall of a Domino's Pizza.,0
1755,3494,3495,A small boy in a bathrobe is sitting in a metal chair.,A boy in a robe sits in a chair.,0
1756,3496,3497,A black dog is running through the snow.,A black pit bull dog is running through the dirt.,0
1757,3498,3499,a group of teenagers are dancing on a wooden floor.,A group of people in dark colored clothing are line dancing on a woodenfloor.,1
1758,3500,3501,A young boy is riding a bike.,A young girl laying on a blue inflatable toy,0
1759,3502,3503,A black dog running in the snow.,A black dog running on a beach.,0
1760,3504,3505,Three dogs in the snow by a fence.,Two dogs drink water in a lake.,0
1761,3506,3507,A girl runs along a river bank with two black dogs.,A little boy is petting a tiger that is laying down.,0
1762,3508,3509,A teenage girl running on a beach shouting,A teenage girl running on a beach shouting,1
1763,3510,3511,A brown and white dog is walking next to a man on a skateboard.,"A blond child is laying on a branch of a tree in a greenfield.""",0
1764,3512,3513,Man riding a surfboard on a wave.,A man in black on a surfboard riding a wave.,0
1765,3514,3515,The man in the red shirt is climbing the side of a mountain.,A man is climbing the side of a mountain.,1
1766,3516,3517,A man riding a motorcycle while wearing a black uniform.,A white motorcycle is being ridden around a race track.,1
1767,3518,3519,a black dog swimming through a river.,a black dog digging through the snow.,0
1768,3520,3521,A man and a woman are smiling.,A man and a woman laughing.,1
1769,3522,3523,A man is standing on top of a rock or mountain watching the sun set.,A man standing in the mountains watching a sunset.,1
1770,3524,3525,Two little girls are playing on a trampoline.,Two little boys are playing on a playground.,0
1771,3526,3527,Two girls are jumping high in the air.,Two dogs nussle one another in the grass near a lake.,0
1772,3528,3529,The woman holding a black purse is smoking a cigarette.,A woman with a black bag is smoking a cigarette,1
1773,3530,3531,A dog is running along the grass.,A brown dog is running in the grass.,1
1774,3532,3533,A man with long hair is looking through a camera.,A woman stands against a wall near a video camera.,0
1775,3534,3535,Brown dog running on grass.,The dog is running on grass.,1
1776,3536,3537,Two people wearing hats sit and look at the camera.,A man wearing a blue shirt makes a grouchy face.,0
1777,3538,3539,Two girls playing with people and flowers behind them.,Two young girls wearing skirts are playing in a garden.,1
1778,3540,3541,A girl in a pink shirt is sprawling her limbs out in midair.,A man dressed in a Santa suit is climbing up a large concret ebuilding.,0
1779,3542,3543,A little girl in a red shirt pulls a kite.,A girl in a red shirt takes a picture on a phone.,0
1780,877,3544,Child sliding in the snow.,Man sleeping on the street.,0
1781,3545,3546,Three dogs are playing in the water.,Three dogs swim in the water.,1
1782,3547,3548,A white dog running on sand.,A white dog runs on the sand.,1
1783,3549,3550,A little girl with her hands in the air is sitting on a man's back while he is laying on a blanket.a game.,A kid runs in the opposited irection of others who were playing a game.,1
1784,3551,3552,a red and white race car racing on a dirt racetrack.,A person is riding a dirt bike in a race on a dirt track.,1
1785,3553,3554,A black and white dog is running through a cow field.,A large black and white dog runs in the ocean water,0
1786,3555,3556,A man in a straw hat shades his phone while others walk on a busy sidewalk.,A man lies on a street with his headand shoulder sunder a parked car that is jacked up.,0
1787,3557,3558,A man with a messenger bag in front of a gray tile wall.,Man in red jacket standing in front of lighthouse.,0
1788,3559,3560,A dog swims in the water.,Three dogs swim in the water.,0
1789,3561,3562,A little white curly haired dog runs across the pavement with a stick in its mouth.,A white curly haired dog runs with a stick in it's mouth.,1
1790,3563,3564,The blonde woman is wearing a black,The blonde woman is wearing a black,1
1791,3565,3566,A person holding a net is standing in the water.,A black woman and two black children are sitting in a thatched tent.,0
1792,3567,3568,A woman in an red tracksuit squeezing lemons in a press.,A young woman in a pink hoodie takes a picture.,0
1793,3569,3570,"a man walks two dogs on leashes down the street	A man walks two dogs in the city.","a man walks two dogs on leashes down the street	A man walks two dogs inhe city.",1
1794,3571,3572,A dog is running in the snow.,Two dogs running in the dirt,0
1795,3573,3574,A small boy playing in the snow.,The brown and white dog is playing in the snow.,0
1796,3575,3576,A woman in a blue shirt and tan shorts sits at a table.,A smiling young woman in a tourquoise shirt and bandanna poses at table outdoors.,0
1797,3577,3578,"a white dog running in the snow	The dogs are running in the snow.","a white dog running in the snow	The dogs are running in the snow.",1
1798,3579,3580,The black dog is running through the snow.,A race car driver is driving his car through the mud.,0
1799,3581,3582,A dog wearing a green sweater and a backpack walking on snow.,A small dog wearing a green sweater and a backpack walks through snow.,1
1800,3583,3584,A group of people sitting around a desk.,A group of girls on a beach.,0
1801,3585,3586,Three dogs are running in a field.,Two dogs are running in a grassy field,0
1802,3587,3588,A man and woman with their hands on their chins are standing next to a Christmas tree.workshop.,The man with a white beard and blue cap is standing in the doorway of a workshop.,0
1803,3589,3590,The black and white dog has a stick in his paws.,A black dog and a white dog are standing on snow.,0
1804,3591,3592,"A white dog running through the snow	The black and white dog runs through the grass.","A white dog running through the snow	The black and white dog runs througthe grass.",1
1805,3593,3594,A man on skis on a snow-covered hill with mountains in the background..,A man on skis on a snow-covered hill with mountains in the background.,1
1806,3595,3596,A man on a bike nest to a river.,A man on a bike does a very high jump.,0
1807,3597,3598,A skier going down the snowy hill.,A brown dog is laying in the snow.,1
1808,3599,3600,Two dogs are running on the grass.,Two dogs running in the dirt,0
1809,3601,3602,A man is spraying a fluid from a long hose at the beach.,A guy is sitting on his bike with one wheel in the air.,0
1810,3603,3604,A person in a red vest is touching the blue ice skates on another person.,A lady fastens someone's ice skates in the snow.,0
1811,3605,3606,A girl bounces upside down on her head on a trampoline.,A girl is bouncing on her head on a trampoline.,1
1812,3607,3608,A woman standing in front of trees and smiling.,A man is walking by trees in front of the city skyline.,0
1813,3609,3610,A boy doing a back flip into a swimming pool.,A boy wearing red and blue swim trunks jumping head first into a swimming pool.,0
1814,3611,3612,three little boys cover themselves with bubbles.,Three children standing by a pool are covered in foam bubbles.,0
1815,3613,3614,The boy is looking up at the girl as another girl ignores them.,the boy is diving into the pool as the couple watch.,0
1816,3615,3616,A black dog with a blue collar is running in the snow.,A black dog with a red collar plays in the snow.,1
1817,3617,3618,A bird sits in a tree.,A bird sits in a leafless tree.,1
1818,3619,3620,A brown dog chews on an orange ball.,A dog has an orange ball in its mouth.,1
1819,3621,3622,A brown dog jumping into the air to catch a ball.,three young woman jumping into the air to catch a ball.,0
1820,3623,3624,A child is walking from one picnic table to another.,The boy hops from one picnic table to the other in the park.,1
1821,3625,3626,A dog in the snow.,Two dogs in snow.,0
1822,3627,3628,Dalmation running along the beach.,A Dalmation runs along a beach.,1
1823,3629,3630,A dog running through snow.,A dog runs in the snow.,1
1824,3631,3632,Four black dogs run across the grass.,A dog runs across the grassy field.,0
1825,3633,3634,A man in red and black is hitting a soccer ball with his head.,A man in a red striped soccer shirt heads a ball.,0
1826,3635,3636,A brown dog is walking on the grass.,A dog chases another by a tree.,0
1827,3637,3638,A woman placing a baby on a skateboard on the beach.,a woman holds a small baby on a skateboard at the beach,1
1828,3639,3640,A black dog is biting a light brown dogs ear in a playful manner.,A black dog playfully bits another dog in a living room setting.,0
1829,3641,3642,The beagle is walking on the beach at the waterline.,A beagle walks along the calm shore.,1
1830,3643,3644,The black and white dog runs through the grass.,A black and white dog is running through grass.,1
1831,3645,3646,Two dogs run through the snow,Two dogs run through the snow,1
1832,3647,3648,A black dog is walking on the grass with a stick in it's mouth.,"The black dog is running on the grass with a toy in it'smouth.""",1
1833,3649,3650,A man walks toward a policeman standing in a crosswalk on a city street.,A policeman stands in a crosswalk in a city.,1
1834,3651,3652,A black dog and a white dog playing in the street.,A black dog and a white dog play in the street together.,1
1835,3653,3654,A large black and white dog is swimming in the water.,A black and white dog with a stick is in muddy water.,1
1836,3655,3656,A little boy clowns with a colander on his head.,A boy with a metal colander on his head.,1
1837,3657,3658,Two constructions workers sit on a beam taking a break.,The man is putting on his shirt near an elevator.,0
1838,3659,3660,A man and a woman laughing.,A man and a woman kiss.,0
1839,3661,3662,A black,A black,1
1840,3663,3664,Children are playing in a swimming pool while two adult men watch them.,Children play in a pool while adults look on.,1
1841,3665,3666,Two kids splashing in the water.,Two dogs play together on the bed.,0
1842,3667,3668,The brown and white dog is walking in shallow waters.,A white and brown dog appears to be walking on the water.,0
1843,3669,3670,A woman reads while on public transportation.,A man who has fallen asleep on public transportation.,0
1844,3671,3672,A bulldog is running through a grassy park while people stand in the background.,A dog is running in a large body of water causing it to splash.,0
1845,3673,3674,"A young boy riding a bike on a brick road	A person does tricks on a bike on a ramp surrounded by trees.","A young boy riding a bike on a brick road	A person does tricks on a bik on a ramp surrounded by trees.",1
1846,3675,3676,The young man is skateboarding at a skate park.,a boy in a blue T shirt is airborne on a skateboard in a skate park.,1
1847,3677,3678,A girl jumping rope on a sidewalk near a parking garage.,A girl jumping rope on a sidewalk with a parking garage to the left.,1
1848,3679,3680,A person is out in the water at the beach while the sun sets.,A person above their surfboard on the water.,0
1849,3681,3682,A dog jumps in midair to catch a Frisbee.,The brown dog jumps for a pink Frisbee.,1
1850,3683,3684,The dog returns the play toy to its master.,Three dogs race in the snow together.,0
1851,3685,3686,Two females jump off of swings.,Two girls jump out of swings.,1
1852,3687,3688,A woman with a young girl pose with bear statues in front of a store.,A man in a jersey stands in front of a large crowd.,0
1853,3689,3690,A shirtless man playing football on a lawn.,A shirtless man catches a football,1
1854,3691,3692,A girl wearing green twists something in her hands.,A young boy wearing only green shorts poses awkwardly with a brick background.,0
1855,3693,3694,A man in a red jacket holds his bike for the picture.,A woman in a red jacket is video taping a natural landscape.,0
1856,3695,3696,A boy jumps into a not-so-crowded public pool.,A man jumps while on a snowboard.,0
1857,3697,3698,The clowns are striking a pose for the camera.,A child in orange is on a boogie board in the waves.,0
1858,3699,3700,Four kids holding hands jump into a swimming pool.,Four dogs playing in the snow.,0
1859,3701,3702,A boy pushes a wagon with two pumpkins.,A child squats behind a wagon with two pumpkins in it.,0
1860,3703,3704,Two soccer players battle for the ball during an intense match.,Two little orange and white dogs are in the snow.,0
1861,3705,3706,The black dog is walking through the tall grass.,The black dog is running through the grass.,1
1862,3707,3708,Two black dogs playing in the snow.,A black dog digs in the snow.,0
1863,3709,3710,A dog jumps over a chain.,A dog leaping over a chain.,1
1864,3711,3712,A girl with a black purse sitting on a wooden bench.,A young woman with a black purse sits on a wooden bench.,1
1865,3713,3714,"A black and a yellow dog	A black dog and a brown-and-white dog play in a field.","A black and a yellow dog	A black dog and a brown-and-white dog play in field.",1
1866,3715,3716,Three children in a ball pit.,Several children playing in a ball pit.,1
1867,3717,3718,A large white and grey dog runs through a yellow tunnel in an obstacle course.,A white and black dog is running out of a yellow and orange tube.,0
1868,3719,3720,A swimmer is doing the backstroke in the swimming pool.,a person doing the back stroke in a swimming pool,1
1869,3721,3722,A man stands astride a bike on a rocky trail by a lake.,A woman is wearing a white headband,0
1870,3723,3724,A brown dog is running through green grass.,A brown dog is running though a river.,0
1871,3725,3726,A small white dog and large brown dog play on the grass.,A small light tan dog is running past a large brown dog standing in the grass.,0
1872,3727,3728,A woman holds a dog while another dog stands nearby in a field.,A lady holding one dog while another dog is playing in the yard.,1
1873,3729,3730,A black dog walking through water.,Two black dogs walking through the snow.,0
1874,3731,3732,A black dog is running in snow.,A black dog is swimming with a ball in it's mouth.,0
1875,3733,3734,A woman dressed in green is playing with her tan dog.,A tan dog licks a girls hand while laying down.,0
1876,3735,3736,Two homeless men stand outside with a cardboard sign.,Two homeless young men holding a cardboard sign.,1
1877,3737,3738,A brown dog wades in the water.,A dog splashes in the murky water.,0
1878,3739,3740,One man in an orange shirt wearing a white helmet is riding a bike.,The man wearing a blue helmet is riding a Polaris.,0
1879,3741,3742,A little boy is standing in front of a wedding party laughing.,A person standing on a stage in front of a seated crowd,0
1880,3743,3744,A person on a snowmobile.,A person on a snowmobile in mid jump.,1
1881,3745,3746,The man is standing on the shore hitting a ball with a paddle.,"Two teenage girls are standing on beside the beach listeningto ipods.""",0
1882,3747,3748,This over the top photo shows two men taking a break.,A person with swim cap and goggles taking a breath.,1
1883,3749,3750,"Two brown dogs running together on sand	Two brown dogs are running on the sand.","Two brown dogs running together on sand	Two brown dogs are running on thsand.",1
1884,3751,3752,A black dog is chasing after a red Frisbee.,A black poodle is running in the snow.,0
1885,3753,3754,Two girls with ponytails ride an amusement park ride.,A young girl is on a ride at an amusement park.,0
1886,3755,3756,A dog digging in the sand.,A brown dog digs in the sand.,1
1887,3757,3758,Two men sit on the sidewalk in front of stores.,A woman in a bathing suit walks a dog on the beach.,0
1888,3759,3760,A black and white spotted dog jumps over a stream.,A black and white spotted dog is jumping over the small stream of water.,1
1889,3761,3762,A person on a bmx bike.,A man on a bike in mid-air,0
1890,3763,3764,Two dogs running through tall grass.,Two dogs are running through a grassy area.,1
1891,3765,3766,Little white dog wearing a leash jumping after a red ball.,A black and white dog returns a stick in the snow.,0
1892,3767,3768,A group of people standing outside of a building.,A large group of people have formed a line outside.,0
1893,3769,3770,A group of four children dancing in a backyard.,A group of children do stretches on colored mats.,0
1894,3771,3772,a group of teenagers are jumping in the air on the beach.,A group of young people jump up in the air while on the beach.,1
1895,2437,3773,A boy waves around a sparkler.,A young boy is twisting a sparkler around in the air.,0
1896,3774,3775,Several people are sitting around a fire at night.,A group of people are standing and sitting around on the ground at night.,0
1897,3776,3777,Two different breeds of brown and white dogs play on the beach.,Two dogs playing in the sand at the beach.,1
1898,3778,3779,"One man and two women dressed in vampire costumes	A man and two women dressed in costumes.","One man and two women dressed in vampire costumes	A man and two women drssed in costumes.",1
1899,3780,3781,Two boys,Two boys,1
1900,3782,3783,Two dogs playing in snow.,Two dogs play in the snow.,1
1901,3784,3785,A woman holds a baby while a man looks at it as another man holding a child watches.camera.,A woman stands with her arms out in a store while another woman holds a camera.,1
1902,3786,3787,A white fluffy dog is running in pure white snow.,A fluffy,1
1903,3788,3789,A woman holding a newspaper.,A man rollerblading on a metal bar.,0
1904,3790,3791,A group of men playing brass instruments.,A group of guys play instruments outside.,1
1905,3792,3793,Two girls on the shore watch people in a boat fish.,Two males,0
1906,3794,3795,a snowboarder jumps into the air.,A snowboarder flies through the air.,1
1907,3796,3797,A white dog with red ears is running in the snow.,a wet black dog with a red collar is in the river,0
1908,3798,3799,A little girl and a little boy hold hands on a shiny slide.,A little girl in a paisley dress runs across a sandy playground.,0
1909,3800,3801,Kids play soccer on a field.,Three boys playing soccer in a field,1
1910,3802,3803,A man jumps off of one rooftop onto another.,A young man jumps from one balcony to another.,1
1911,3804,3805,One child pulls another,One child pulls another,1
1912,2993,3806,An owl has its wings up and widespread during the day.,The bird has its wings spread as it flies.,1
1913,3807,3808,A man in a blue cap is sitting on a stool under a tree.,A dog standing on a beach with a ball nearby.,0
1914,3809,3810,A woman sings into a microphone by a guy playing a guitar.,"A woman sings into a microphone with a guitar player in thebackground.""",1
